Plant_ID,Height_cm,Leaf_Count,New_Growth_Count,Health_Notes,Watering_Amount_ml,Watering_Frequency_days,Sunlight_Exposure,Room_Temperature_C,Humidity_%,Fertilizer_Type,Fertilizer_Amount_ml,Pest_Presence,Pest_Severity,Soil_Moisture_%,Soil_Type,Health_Score,Plant_Type
Dracaena trifasciata,38.84,41,3,Leaf drop,91,4,6h full sun,25.2,39.5,Compost,54,Spider mites,Moderate,32.7,Chalky,2,Aloe Vera
Spathiphyllum wallisii,24.58,26,9,Brittle leaves,461,6,Low light corner,26.6,57.6,Organic,65,,High,47.4,Silty,5,Spider Plant
Calathea orbifolia,44.31,8,0,Leaf drop,334,6,Low light corner,21.3,42.7,,76,,Moderate,24.1,Peaty,5,Snake Plant
Begonia maculata,23.98,33,8,New bud,476,1,Indirect light all day,22.6,77.8,Liquid feed,39,,,11.0,Silty,5,Fern
Aglaonema commutatum,32.24,48,6,Wilting,436,5,6h full sun,20.9,31.4,Compost,84,Fungus gnats,High,37.1,Silty,2,Aloe Vera
Nephrolepis exaltata,25.1,38,6,New bud,187,3,3h direct morning sun,21.5,40.0,Liquid feed,30,Fungus gnats,Moderate,57.8,Clay,4,Aloe Vera
Dracaena trifasciata,28.98,17,4,Strong stem,236,6,Indirect light all day,20.1,42.1,Chemical,47,Spider mites,,29.6,Clay,2,Snake Plant
Aglaonema commutatum,27.92,46,6,New bud,447,3,Low light corner,21.3,50.7,Compost,99,Spider mites,,31.0,Sandy,5,Snake Plant
Philodendron hederaceum,20.75,13,1,Strong stem,253,1,Indirect light all day,28.3,41.6,,60,Spider mites,Low,58.4,Peaty,3,Aloe Vera
Zamioculcas zamiifolia,35.92,46,3,Brittle leaves,480,6,Indirect light all day,21.3,54.6,Compost,51,,Moderate,44.7,Chalky,1,Spider Plant
Epipremnum aureum,32.16,35,6,Strong stem,91,6,Filtered sunlight through curtain,24.4,73.6,,37,Fungus gnats,High,46.0,Peaty,5,Peace Lily
Begonia maculata,35.28,11,2,Strong stem,399,5,Indirect light all day,22.5,65.6,Chemical,90,Aphids,Low,38.1,Peaty,3,Peace Lily
Philodendron hederaceum,28.2,8,1,Dark green color,465,3,Indirect light all day,27.5,59.0,,35,,Moderate,58.7,Sandy,4,Spider Plant
Tradescantia zebrina,15.93,23,9,New bud,337,3,6h full sun,27.9,34.5,Liquid feed,86,Whiteflies,Moderate,44.4,Clay,5,Aloe Vera
Tradescantia zebrina,42.09,46,1,Dark green color,475,3,Indirect light all day,26.6,64.7,Organic,54,,High,54.8,Peaty,3,Peace Lily
Philodendron hederaceum,22.37,34,0,Brittle leaves,465,5,3h direct morning sun,24.9,38.3,Liquid feed,84,Fungus gnats,Low,45.0,Peaty,5,Aloe Vera
Anthurium andraeanum,28.64,35,4,Wilting,75,6,Low light corner,23.3,69.3,Liquid feed,12,Whiteflies,Low,46.8,Peaty,2,Fern
Spathiphyllum wallisii,31.35,39,5,New bud,420,1,6h full sun,20.4,42.5,Compost,36,,High,24.5,Loamy,3,Aloe Vera
Aglaonema commutatum,28.57,25,5,Wilting,434,3,Indirect light all day,29.8,50.9,Chemical,46,Fungus gnats,Low,25.2,Peaty,2,Spider Plant
Calathea orbifolia,34.15,35,8,Wilting,105,4,3h direct morning sun,21.7,47.5,Organic,89,Fungus gnats,,49.1,Peaty,2,Aloe Vera
Anthurium andraeanum,35.73,23,3,Strong stem,302,5,Low light corner,26.0,72.9,,70,Aphids,High,24.8,Chalky,3,Fern
Dracaena trifasciata,22.75,35,0,,171,2,6h full sun,27.2,36.3,Compost,21,,Moderate,38.1,Silty,1,Aloe Vera
Dieffenbachia seguine,41.25,36,5,New bud,155,1,3h direct morning sun,22.3,58.3,Chemical,38,Fungus gnats,High,22.5,Loamy,3,Aloe Vera
Nephrolepis exaltata,22.33,6,4,Wilting,179,4,Indirect light all day,27.1,37.1,Organic,86,Spider mites,,50.8,Peaty,1,Aloe Vera
Aloe vera,28.37,14,9,,386,3,Filtered sunlight through curtain,26.3,65.2,Liquid feed,57,Fungus gnats,High,15.5,Silty,5,Peace Lily
Dieffenbachia seguine,21.12,6,5,Leaf drop,207,2,Filtered sunlight through curtain,29.2,75.3,Chemical,29,Aphids,Moderate,51.5,Peaty,5,Fern
Dracaena trifasciata,18.27,6,2,Wilting,425,1,6h full sun,22.6,51.7,Chemical,17,Fungus gnats,Moderate,40.1,Sandy,3,Aloe Vera
Aloe vera,35.44,28,1,Leaf drop,280,5,3h direct morning sun,20.1,54.4,Chemical,17,,High,19.3,Sandy,5,Aloe Vera
Ficus lyrata,56.22,21,5,New bud,357,2,Low light corner,22.5,76.4,Liquid feed,73,,High,37.1,Silty,4,Fern
Zamioculcas zamiifolia,21.38,36,0,Brittle leaves,140,6,3h direct morning sun,24.6,56.0,,38,Whiteflies,,24.1,Loamy,2,Aloe Vera
Spathiphyllum wallisii,37.15,20,6,Dark green color,442,2,Filtered sunlight through curtain,24.2,54.4,Compost,93,,,26.2,Chalky,2,Spider Plant
Peperomia obtusifolia,21.74,20,6,New bud,71,4,6h full sun,22.8,58.9,,25,Whiteflies,Moderate,27.6,Loamy,1,Aloe Vera
Aloe vera,24.9,43,9,Dark green color,339,1,Indirect light all day,18.3,64.5,Organic,70,Spider mites,Low,13.2,Loamy,5,Peace Lily
Dieffenbachia seguine,42.58,35,6,Dark green color,159,4,3h direct morning sun,25.4,35.3,Compost,6,Aphids,Low,59.3,Sandy,1,Aloe Vera
Nephrolepis exaltata,14.26,47,9,New bud,98,4,Filtered sunlight through curtain,29.9,71.1,Organic,68,Spider mites,Low,11.6,Sandy,2,Peace Lily
Peperomia obtusifolia,11.62,28,0,Wilting,178,3,Low light corner,25.4,51.8,Liquid feed,64,Whiteflies,Low,43.1,Chalky,2,Snake Plant
Tradescantia zebrina,24.13,5,3,Yellowing leaves,122,5,6h full sun,25.8,33.6,,45,Fungus gnats,Moderate,28.6,Peaty,5,Aloe Vera
Zamioculcas zamiifolia,31.64,15,6,Wilting,389,2,Indirect light all day,25.7,69.3,Chemical,17,Fungus gnats,Low,42.3,Chalky,4,Peace Lily
Philodendron hederaceum,29.64,25,8,Wilting,102,1,3h direct morning sun,25.2,48.8,Compost,12,Spider mites,Low,27.8,Peaty,4,Aloe Vera
Aglaonema commutatum,28.61,8,4,Brittle leaves,405,6,Low light corner,26.8,35.0,Chemical,24,Fungus gnats,High,43.7,Silty,5,Snake Plant
Begonia maculata,25.34,11,1,Strong stem,429,5,Indirect light all day,25.2,61.7,Organic,7,Whiteflies,Low,46.5,Silty,5,Spider Plant
Chlorophytum comosum,32.87,30,6,Strong stem,217,5,Filtered sunlight through curtain,23.1,74.0,Chemical,73,Aphids,High,44.5,Clay,1,Fern
Aloe vera,-4.14,16,9,Wilting,94,1,Filtered sunlight through curtain,21.6,74.4,Chemical,31,,Moderate,15.7,Sandy,5,Fern
Chlorophytum comosum,17.49,35,0,Leaf drop,442,5,Low light corner,23.3,77.9,Liquid feed,16,Whiteflies,High,42.8,Clay,4,Fern
Epipremnum aureum,24.06,21,6,Brittle leaves,154,3,Filtered sunlight through curtain,24.9,73.4,Liquid feed,78,Whiteflies,,24.0,Clay,5,Peace Lily
Chlorophytum comosum,32.05,37,5,Dark green color,199,5,6h full sun,23.1,30.1,,78,,High,11.4,Sandy,1,Aloe Vera
Schefflera arboricola,39.9,15,6,,195,3,Low light corner,24.9,49.0,Organic,47,,Low,30.7,Clay,1,Snake Plant
Codiaeum variegatum,16.15,32,9,Strong stem,253,2,Filtered sunlight through curtain,25.3,70.9,Liquid feed,62,Aphids,High,31.7,Loamy,1,Peace Lily
Codiaeum variegatum,39.57,36,2,Wilting,411,2,3h direct morning sun,26.5,48.3,Liquid feed,39,Aphids,High,33.4,Peaty,1,Aloe Vera
Aglaonema commutatum,20.47,5,2,Brittle leaves,348,4,Filtered sunlight through curtain,27.8,60.1,,83,Aphids,Moderate,45.2,Chalky,3,Spider Plant
Calathea orbifolia,23.7,32,6,Yellowing leaves,216,3,6h full sun,24.2,60.3,Compost,14,Fungus gnats,Moderate,25.4,Sandy,5,Aloe Vera
Ficus lyrata,30.81,46,1,Leaf drop,250,6,Indirect light all day,20.1,48.3,,98,Whiteflies,Low,25.8,Loamy,2,Snake Plant
Aloe vera,22.97,11,0,New bud,183,2,Indirect light all day,23.0,75.2,Chemical,5,,,13.0,Silty,5,Fern
Dracaena trifasciata,36.1,6,8,Wilting,260,5,Filtered sunlight through curtain,24.1,55.2,Chemical,93,Whiteflies,,44.3,Chalky,3,Spider Plant
Philodendron hederaceum,20.95,46,8,Brittle leaves,97,1,Indirect light all day,18.5,53.2,Liquid feed,62,Whiteflies,High,38.4,Chalky,1,Spider Plant
Zamioculcas zamiifolia,21.1,28,6,Wilting,175,1,Filtered sunlight through curtain,28.2,79.9,Liquid feed,7,Aphids,,27.5,Chalky,3,Fern
Ficus lyrata,35.52,8,6,,288,3,6h full sun,24.4,54.7,,94,Aphids,Moderate,45.3,Clay,4,Aloe Vera
Schefflera arboricola,17.37,48,2,Dark green color,56,6,Indirect light all day,25.1,38.9,,31,Whiteflies,Low,36.9,Clay,4,Aloe Vera
Monstera deliciosa,27.49,23,9,Leaf drop,321,4,3h direct morning sun,28.1,55.7,Organic,44,Aphids,Low,33.5,Clay,5,Aloe Vera
Dieffenbachia seguine,8.4,30,1,Strong stem,434,5,Filtered sunlight through curtain,22.1,70.7,Chemical,51,Fungus gnats,Moderate,35.6,Clay,5,Peace Lily
Calathea orbifolia,43.2,15,6,Strong stem,420,3,Indirect light all day,25.7,68.8,,78,,Low,41.8,Loamy,2,Peace Lily
Zamioculcas zamiifolia,37.07,44,8,Strong stem,86,1,6h full sun,23.7,69.4,Compost,81,Whiteflies,High,43.0,Clay,2,Peace Lily
Schefflera arboricola,52.5,47,0,,260,3,6h full sun,23.4,65.4,Organic,12,,Low,24.4,Sandy,4,Peace Lily
Schefflera arboricola,38.38,15,3,New bud,214,5,3h direct morning sun,21.7,42.7,,23,Fungus gnats,,17.0,Chalky,1,Aloe Vera
Monstera deliciosa,13.7,49,5,Brittle leaves,174,6,6h full sun,29.0,73.1,Liquid feed,39,Aphids,Low,17.8,Loamy,3,Peace Lily
Spathiphyllum wallisii,31.69,7,6,Leaf drop,386,6,6h full sun,22.9,74.7,,13,Spider mites,Low,42.0,Silty,2,Fern
Begonia maculata,15.82,16,9,Leaf drop,241,2,Indirect light all day,26.1,39.7,Liquid feed,91,Fungus gnats,Moderate,53.6,Clay,2,Aloe Vera
Spathiphyllum wallisii,40.78,7,6,Strong stem,267,5,Filtered sunlight through curtain,18.4,36.5,Liquid feed,74,Spider mites,Moderate,30.5,Silty,1,Aloe Vera
Monstera deliciosa,13.99,46,9,Strong stem,263,2,Low light corner,27.5,78.8,Chemical,69,,,18.5,Chalky,1,Fern
Ficus lyrata,13.51,31,1,Dark green color,111,2,6h full sun,27.2,73.4,Chemical,61,Whiteflies,Moderate,47.8,Loamy,5,Peace Lily
Philodendron hederaceum,8.9,6,3,,377,2,6h full sun,24.3,74.7,,88,Aphids,,51.6,Chalky,3,Fern
Chlorophytum comosum,20.12,20,4,Yellowing leaves,494,3,Low light corner,23.3,74.3,,60,Fungus gnats,High,54.0,Silty,1,Fern
Monstera deliciosa,18.11,6,0,Yellowing leaves,430,1,6h full sun,25.2,57.1,Compost,0,Aphids,,40.3,Loamy,2,Aloe Vera
Tradescantia zebrina,12.38,34,0,Wilting,210,6,Indirect light all day,30.9,62.3,Organic,88,Spider mites,Low,53.0,Peaty,2,Peace Lily
Monstera deliciosa,44.9,24,9,Wilting,115,3,Indirect light all day,18.7,57.3,Organic,65,Spider mites,,10.8,Loamy,4,Spider Plant
Philodendron hederaceum,30.3,42,2,Leaf drop,335,1,Low light corner,26.3,32.6,,31,Whiteflies,High,15.4,Clay,1,Snake Plant
Monstera deliciosa,29.12,32,9,Leaf drop,288,6,6h full sun,21.3,67.3,Chemical,12,Spider mites,Low,14.6,Silty,5,Peace Lily
Tradescantia zebrina,40.89,29,2,New bud,69,5,6h full sun,23.9,55.3,Compost,32,Whiteflies,,45.6,Chalky,3,Aloe Vera
Tradescantia zebrina,27.56,36,7,New bud,237,6,Filtered sunlight through curtain,23.3,62.4,Organic,31,Fungus gnats,Moderate,13.5,Chalky,5,Peace Lily
Codiaeum variegatum,17.51,14,8,Yellowing leaves,131,6,6h full sun,22.7,55.1,,55,Whiteflies,Moderate,34.8,Chalky,2,Aloe Vera
Zamioculcas zamiifolia,8.0,46,0,,412,6,Indirect light all day,24.0,54.6,Chemical,23,Spider mites,Moderate,33.6,Sandy,5,Spider Plant
Aglaonema commutatum,16.95,44,1,Wilting,251,4,3h direct morning sun,20.6,38.6,Chemical,90,,,25.5,Sandy,2,Aloe Vera
Peperomia obtusifolia,40.05,37,9,Yellowing leaves,457,5,3h direct morning sun,27.1,43.9,Chemical,3,Whiteflies,,53.5,Clay,2,Aloe Vera
Sansevieria cylindrica,12.45,17,1,,181,3,3h direct morning sun,18.6,37.9,Liquid feed,87,Aphids,High,18.5,Peaty,2,Aloe Vera
Spathiphyllum wallisii,28.53,45,3,Yellowing leaves,86,3,3h direct morning sun,25.6,39.8,Chemical,22,,Low,27.6,Sandy,2,Aloe Vera
Philodendron hederaceum,35.34,46,1,Wilting,181,1,6h full sun,23.0,78.6,,28,Whiteflies,Low,48.7,Loamy,2,Fern
Epipremnum aureum,27.85,41,6,Brittle leaves,126,3,6h full sun,20.5,37.7,Compost,97,Aphids,Low,11.5,Silty,4,Aloe Vera
Codiaeum variegatum,28.99,20,8,New bud,138,2,Filtered sunlight through curtain,24.6,43.5,,20,,Low,43.6,Clay,5,Aloe Vera
Schefflera arboricola,31.56,49,6,Dark green color,451,6,6h full sun,19.3,59.5,Chemical,29,Whiteflies,,50.8,Peaty,4,Peace Lily
Zamioculcas zamiifolia,28.79,26,5,Dark green color,302,3,3h direct morning sun,24.1,60.5,Compost,89,Fungus gnats,,56.6,Loamy,4,Aloe Vera
Nephrolepis exaltata,41.09,24,9,Dark green color,393,1,Low light corner,19.7,37.7,Organic,19,Aphids,High,53.8,Chalky,1,Snake Plant
Dracaena trifasciata,14.6,47,0,Wilting,243,1,Low light corner,25.4,69.7,Organic,15,Fungus gnats,Low,26.0,Sandy,1,Fern
Begonia maculata,27.4,31,9,Strong stem,225,2,Indirect light all day,21.2,69.3,,66,Spider mites,,39.3,Loamy,1,Peace Lily
Nephrolepis exaltata,6.82,45,8,Strong stem,82,1,Indirect light all day,22.6,41.9,Compost,48,Whiteflies,,13.9,Peaty,3,Aloe Vera
Peperomia obtusifolia,4.26,20,4,Strong stem,107,4,6h full sun,24.9,44.4,,57,Whiteflies,,22.9,Clay,1,Aloe Vera
Sansevieria cylindrica,24.18,38,4,Leaf drop,250,6,Low light corner,21.7,76.9,Compost,43,Aphids,,14.7,Loamy,5,Fern
Peperomia obtusifolia,30.43,36,5,New bud,77,6,3h direct morning sun,23.8,71.3,Compost,24,Whiteflies,Low,25.8,Clay,4,Peace Lily
Nephrolepis exaltata,41.31,30,8,New bud,84,6,3h direct morning sun,19.5,64.9,,22,Spider mites,Low,53.8,Chalky,5,Peace Lily
Begonia maculata,49.2,29,7,Brittle leaves,174,5,3h direct morning sun,25.9,34.1,Compost,58,Whiteflies,,27.4,Peaty,1,Aloe Vera
Calathea orbifolia,38.2,6,7,Brittle leaves,443,3,6h full sun,29.3,50.9,Chemical,0,,Moderate,38.1,Peaty,3,Aloe Vera
Sansevieria cylindrica,32.27,16,7,Leaf drop,370,4,6h full sun,32.4,58.0,Compost,96,Fungus gnats,High,31.7,Sandy,3,Aloe Vera
Schefflera arboricola,26.6,44,0,Yellowing leaves,91,3,Filtered sunlight through curtain,24.3,39.4,Compost,14,Spider mites,Low,32.9,Silty,4,Aloe Vera
Monstera deliciosa,9.69,13,0,,134,4,3h direct morning sun,26.4,52.4,,80,Spider mites,Low,58.5,Peaty,5,Aloe Vera
Epipremnum aureum,23.54,16,7,Brittle leaves,442,3,3h direct morning sun,18.7,60.1,Organic,97,Fungus gnats,Moderate,24.8,Loamy,2,Peace Lily
Sansevieria cylindrica,37.9,30,4,Dark green color,237,2,6h full sun,28.5,46.4,Liquid feed,80,Fungus gnats,Low,41.4,Loamy,5,Aloe Vera
